,IEIN,LocalTeacherID,LastName,FirstName,BirthDate,SchoolYear,ServingLocationRCDTS,EmployerRCDTS,Term,StateCourseCode,SectionNumber,TeacherCourseStartDate,EISPositionCode,TeacherCommitment,Network
173,465923.0,947836,Calderon,Tristian,01/01/1972,2019,15016299025109C,15016299025109C,S1,03151A000,Physics,08/20/2018,200.0,1.0,Charter
174,740142.0,163707,Peterson,Jaron,01/14/1969,2019,15016299025086C,15016299025086C,S1,12001A000,Business/Office Career Exploration,09/02/2018,200.0,1.0,Charter
175,346230.0,362192,Caldwell,Enrique,06/21/1977,2019,15016299025266C,15016299025266C,S1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,200.0,1.0,Charter
176,515944.0,301761,Leach,Sean,05/23/1958,2019,15016299025068C,15016299025068C,S1,17001A000,Construction Careers Exploration,08/20/2018,200.0,1.0,Options
177,391915.0,951387,Huerta,Jack,02/21/1984,2019,15016299025064C,15016299025064C,S1,10001A000,Introduction to Computers,08/20/2018,200.0,1.0,Options
178,736471.0,230609,Ruiz,Wayne,08/22/1946,2019,15016299025069C,15016299025069C,S1,22151A000,Career Exploration,08/20/2018,203.0,1.0,Options
179,265291.0,152003,Montoya,Lucas,08/04/1972,2019,15016299025068C,15016299025068C,Q1,19151A000,Teaching Profession,08/20/2018,200.0,1.0,Options
180,553909.0,297694,Francis,Zachariah,08/15/1985,2019,15016299025068C,15016299025068C,S1,01051A000,English/Literature (freshmen and sophomores),08/10/2018,200.0,1.0,Options
181,314525.0,352895,Leach,Jovanni,09/11/1968,2019,15016299025068C,15016299025068C,S1,01051A000,English/Literature (freshmen and sophomores),08/20/2018,200.0,1.0,Options
182,844752.0,959094,Hanson,Kasen,11/13/1985,2019,15016299025065C,15016299025065C,S1,01151A000,Public Speaking,08/20/2018,201.0,1.0,Options
183,746839.0,131412,Williamson,Jovani,04/20/1990,2019,15016299025063C,15016299025063C,S1,03051A000,Biology,08/20/2018,200.0,1.0,Options
184,602131.0,982290,Cortez,Dawson,02/20/1990,2019,15016299025285C,15016299025285C,S1,04101A000,U.S. History-Comprehensive,08/23/2018,203.0,1.0,Charter
185,495031.0,702241,Haynes,Nathanial,05/10/1979,2019,15016299025068C,15016299025068C,S1,01051A000,English/Literature (freshmen and sophomores),09/04/2018,200.0,1.0,Options
186,159287.0,893180,Wolfe,Cornelius,06/21/1960,2019,15016299025068C,15016299025068C,Y1,20001A000,"Exploration of Transportation, Distribution and Logistics",08/20/2018,200.0,1.0,Options
187,377677.0,873875,Nelson,Ayden,10/28/1989,2019,15016299025085C,15016299025085C,S1,04151A000,U.S. Government-Comprehensive,08/20/2018,200.0,1.0,Charter
188,178750.0,127736,Melendez,Kameron,07/12/1990,2019,15016299025055C,15016299025055C,S1,22051A000,Office Aide,08/20/2018,200.0,1.0,Options
189,648700.0,1725,Wang,Charlie,11/01/1990,2019,15016299025062C,15016299025062C,Y1,03001A000,Earth Science,08/07/2018,200.0,1.0,Options
190,655684.0,540383,Costa,Skyler,06/02/1959,2019,15016299025068C,15016299025068C,S1,15151A000,Fire Science,08/20/2018,200.0,1.0,Options
191,766215.0,732274,Jordan,Phoenix,10/22/1951,2019,15016299025072C,15016299025072C,Y1,14101A000,Dental Laboratory Technology,08/20/2018,200.0,1.0,Options
192,5487.0,265996,Whitehead,Alfred,12/20/1980,2019,15016299025284C,15016299025284C,S1,16151A000,Introduction to Travel and Tourism,08/20/2018,200.0,1.0,Charter
193,476821.0,808517,Elliott,Steve,03/27/1973,2019,15016299025068C,15016299025068C,S1,03051A000,Biology,02/10/2018,200.0,1.0,Options
194,628928.0,655953,Goodwin,Zachariah,12/20/1965,2019,15016299025068C,15016299025068C,S1,01101A000,English/Composition (freshmen and sophomores),09/12/2018,201.0,1.0,Options
195,202727.0,238321,Hogan,Giovanny,12/14/1980,2019,15016299025068C,15016299025068C,S1,02001A000,Informal Mathematics,08/20/2018,200.0,1.0,Options
196,80826.0,545488,Manning,Joe,08/25/1972,2019,15016299025266C,15016299025266C,S1,14051A000,Nursing,08/20/2018,200.0,1.0,Charter
197,580623.0,673307,Ferrell,Kevin,11/06/1963,2019,15016299025085C,15016299025085C,S1,02001A000,Informal Mathematics,02/23/2018,200.0,1.0,Charter
198,260981.0,811644,Benitez,Kymani,08/23/1980,2019,15016299025068C,15016299025068C,S1,14051A000,Nursing,08/20/2018,200.0,1.0,Options
199,523509.0,690398,Salas,Jairo,06/19/1947,2019,15016299025072C,15016299025072C,S1,02051A000,Pre-Algebra,08/20/2018,200.0,1.0,Options
200,185908.0,140577,Kane,Liam,08/03/1990,2019,15016299025068C,15016299025068C,S1,02141A000,Particular Topics in Analytic Mathematics,08/20/2018,200.0,1.0,Options
201,828537.0,418707,Marquez,Dangelo,02/08/1941,2019,15016299025060C,15016299025060C,S1,03101A000,Chemistry,08/20/2018,201.0,1.0,Options
202,941069.0,709359,Manning,Coby,10/01/1986,2019,15016299025068C,15016299025068C,S1,02051A000,Pre-Algebra,08/20/2018,200.0,1.0,Options
203,751332.0,770456,Rice,Dustin,10/22/1988,2019,15016299025056C,15016299025056C,Y1,02151A000,General Applied Math,08/04/2018,200.0,1.0,Options
204,743666.0,689568,Guerra,Allan,02/17/1990,2019,15016299025086C,15016299025086C,S1,21101A000,Drafting Careers Exploration,08/20/2018,200.0,1.0,Charter
205,674371.0,140647,Villanueva,Lawson,12/19/1972,2019,15016299025068C,15016299025068C,S1,03001A000,Earth Science,01/27/2018,200.0,1.0,Options
206,191620.0,8738,Osborne,Jovanni,07/18/1985,2019,15016299025060C,15016299025060C,Y1,03151A000,Physics,02/15/2018,200.0,1.0,Options
207,305720.0,70961,Cruz,Jayvon,07/21/1973,2019,15016299025068C,15016299025068C,S1,19101A001,Cosmetology I,01/20/2018,200.0,1.0,Options
208,744615.0,302114,Murray,Giovanny,05/16/1980,2019,15016299025284C,15016299025284C,S1,16101A000,Exploration of Lodging Careers,08/20/2018,200.0,1.0,Charter
209,138167.0,157075,Aguirre,Diego,11/17/1959,2019,15016299025068C,15016299025068C,Q1,15101A000,Public Safety,08/20/2018,200.0,1.0,Options
210,98302.0,281511,Reid,Milo,03/18/1982,2019,15016299025057C,15016299025057C,S1,03101A000,Chemistry,01/08/2018,200.0,1.0,Options
211,922670.0,580037,Rosales,Jovany,12/15/1986,2019,15016299025068C,15016299025068C,Q1,02101A000,Number Theory,02/05/2018,200.0,1.0,Options
212,637193.0,456078,Rubio,Marquis,07/22/1968,2019,15016299025267C,15016299025267C,S1,16101A000,Exploration of Lodging Careers,02/11/2018,201.0,1.0,Charter
213,393118.0,662685,Knapp,Darwin,01/17/1972,2019,15016299025068C,15016299025068C,S1,02151A000,General Applied Math,01/26/2018,200.0,1.0,Options
214,662729.0,115724,Branch,Ryan,10/27/1975,2019,15016299025061C,15016299025061C,S1,01051A000,English/Literature (freshmen and sophomores),02/17/2018,200.0,1.0,Options
215,7221.0,106789,Hicks,Kadin,08/13/1972,2019,15016299025266C,15016299025266C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Charter
216,783107.0,500659,Lopez,Fisher,09/11/1990,2019,15016299025068C,15016299025068C,S1,14101A000,Dental Laboratory Technology,08/20/2018,200.0,1.0,Options
217,731734.0,728781,Short,Chandler,04/10/1969,2019,15016299025070C,15016299025070C,S1,16001A000,Exploration of Hospitality Careers,08/20/2018,200.0,1.0,Options
218,401952.0,379266,Alvarado,Trey,02/23/1967,2019,15016299025057C,15016299025057C,S1,04001A000,World Geography,08/20/2018,200.0,1.0,Options
219,781978.0,173389,Hoffman,Ismael,04/22/1986,2019,15016299025068C,15016299025068C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Options
220,282805.0,546128,Davis,Mateo,03/12/1969,2019,15016299025065C,15016299025065C,S1,15151A000,Fire Science,08/20/2018,203.0,1.0,Options
221,345455.0,299380,Barker,Zachary,07/03/1977,2019,15016299025068C,15016299025068C,S1,02051A000,Pre-Algebra,08/20/2018,200.0,1.0,Options
222,787240.0,23685,Marsh,Clay,05/02/1967,2019,15016299025066C,15016299025066C,S1,02001A000,Informal Mathematics,08/20/2018,202.0,1.0,Options
223,214140.0,331262,Espinoza,Salvador,04/27/1978,2019,15016299025068C,15016299025068C,S1,01051A000,English/Literature (freshmen and sophomores),08/20/2018,200.0,1.0,Options
224,413364.0,368807,Becker,Caden,02/21/1990,2019,15016299025068C,15016299025068C,S1,15151A000,Fire Science,08/20/2018,200.0,1.0,Options
225,695244.0,265493,Stone,Marquis,10/14/1990,2019,15016299025068C,15016299025068C,Y1,12051A000,Introductory Business,08/20/2018,200.0,1.0,Options
226,498943.0,749627,Roberts,Josiah,07/20/1978,2019,15016299025070C,15016299025070C,S1,18101A000,Animal Production/Science,08/19/2018,200.0,1.0,Options
227,436404.0,222467,Collins,Daniel,11/01/1974,2019,15016299025058C,15016299025058C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Options
228,44715.0,291710,Whitney,Zechariah,11/20/1984,2019,15016299025264C,15016299025264C,S1,09151A000,Air Force Junior ROTC I,08/20/2018,200.0,1.0,Charter
229,573204.0,393660,Fuller,Jorge,01/05/1966,2019,15016299025085C,15016299025085C,S1,09001A000,Introduction to Jr. ROTC,08/20/2018,200.0,1.0,Charter
230,573382.0,33640,Russell,Antwan,07/07/1970,2019,15016299025068C,15016299025068C,S1,03051A000,Biology,08/20/2018,200.0,1.0,Options
231,40062.0,887590,Roach,Skyler,04/05/1977,2019,15016299025068C,15016299025068C,Q1,03101A000,Chemistry,09/23/2018,200.0,1.0,Options
232,262417.0,858896,Newton,Zackary,09/06/1969,2019,15016299025063C,15016299025063C,S1,04001A000,World Geography,08/20/2018,203.0,1.0,Options
233,470757.0,971861,Austin,Sheldon,06/09/1953,2019,15016299025263C,15016299025263C,S1,05151A000,Art Appreciation,08/20/2018,200.0,1.0,Charter
234,729938.0,73199,Baxter,Mitchell,11/09/1962,2019,15016299025057C,15016299025057C,S1,11051A000,Audio/Visual Production,08/20/2018,200.0,1.0,Options
235,622954.0,993439,Griffin,Blake,03/01/1952,2019,15016299025068C,15016299025068C,Q1,03051A000,Biology,08/20/2018,200.0,1.0,Options
236,417189.0,52280,Mckinney,Nathanial,09/27/1983,2019,15016299025061C,15016299025061C,S1,04151A000,U.S. Government-Comprehensive,08/20/2018,200.0,1.0,Options
237,225437.0,65735,Hensley,Lucas,08/19/1955,2019,15016299025068C,15016299025068C,S1,04001A000,World Geography,08/20/2018,201.0,1.0,Options
238,171610.0,817742,Fuller,Ernesto,10/08/1932,2019,15016299025058C,15016299025058C,S1,02151A000,General Applied Math,08/20/2018,200.0,1.0,Options
239,236056.0,718230,Chandler,Armando,02/26/1979,2019,15016299025057C,15016299025057C,S1,01151A000,Public Speaking,08/20/2018,200.0,1.0,Options
240,149267.0,535693,Mcintyre,Wayne,02/17/1927,2019,15016299025068C,15016299025068C,S1,02051A000,Pre-Algebra,02/18/2018,200.0,1.0,Options
241,143167.0,947425,Leonard,Jameson,04/12/1985,2019,15016299025062C,15016299025062C,Y1,22001A000,Standardized Test Preparation,08/20/2018,200.0,1.0,Options
242,907867.0,917944,Wilson,Zane,12/24/1971,2019,15016299025068C,15016299025068C,S1,02101A000,Number Theory,08/20/2018,200.0,1.0,Options
243,551495.0,865517,Cochran,Joel,05/06/1960,2019,15016299025068C,15016299025068C,S1,04001A000,World Geography,08/20/2018,201.0,1.0,Options
244,800983.0,198417,Schneider,Emanuel,04/07/1969,2019,15016299025068C,15016299025068C,S1,04051A000,World History-Overview,08/20/2018,200.0,1.0,Options
245,604899.0,292501,Becker,Sam,06/02/1971,2019,15016299025285C,15016299025285C,Y1,03101A000,Chemistry,08/20/2018,203.0,1.0,Charter
246,127612.0,908185,Bailey,Cannon,08/24/1960,2019,15016299025068C,15016299025068C,S1,12151A000,Marketing Career Exploration,08/20/2018,204.0,1.0,Options
247,492591.0,952554,Stafford,Adriel,09/26/1975,2019,15016299025285C,15016299025285C,Y1,03001A000,Earth Science,08/20/2018,200.0,1.0,Charter
248,120009.0,363862,Perez,Charlie,07/11/1968,2019,15016299025267C,15016299025267C,S1,04101A000,U.S. History-Comprehensive,08/20/2018,201.0,1.0,Charter
249,986763.0,797907,Wiley,Makhi,03/19/1972,2019,15016299025073C,15016299025073C,S1,01151A000,Public Speaking,08/20/2018,200.0,1.0,Options
250,293636.0,656574,Jensen,Jameson,01/21/1990,2019,15016299025268C,15016299025268C,S1,01001A000,English/Language Arts I (9th grade),08/20/2018,200.0,1.0,Charter
251,580533.0,78051,Prince,Diego,07/28/1962,2019,15016299025055C,15016299025055C,S1,04151A000,U.S. Government-Comprehensive,08/20/2018,200.0,1.0,Options
252,282528.0,621286,Werner,Mason,01/06/1983,2019,15016299025068C,15016299025068C,S1,02001A000,Informal Mathematics,08/20/2018,200.0,1.0,Options
253,33359.0,589655,Mathews,Dalton,04/13/1984,2019,15016299025049C,15016299025049C,S1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,204.0,1.0,Charter
254,965910.0,20832,Velasquez,Brenton,09/01/1987,2019,15016299025070C,15016299025070C,Y1,04001A000,World Geography,02/09/2018,200.0,1.0,Options
255,221404.0,189193,Barton,Jerimiah,08/03/1942,2019,15016299025054C,15016299025054C,Q1,21101A000,Drafting Careers Exploration,08/20/2018,200.0,1.0,Options
256,230763.0,104524,Matthews,Tommy,07/17/1965,2019,15016299025068C,15016299025068C,Y1,02001A000,Informal Mathematics,08/20/2018,202.0,1.0,Options
257,52560.0,645166,Velasquez,Dorian,06/24/1976,2019,15016299025285C,15016299025285C,S1,13149A000,Production Systems-Other,08/20/2018,200.0,1.0,Charter
258,555148.0,325090,Austin,Billy,03/13/1973,2019,15016299025062C,15016299025062C,S1,18001A000,Introduction to Agriculture and Natural Resources,08/20/2018,200.0,1.0,Options
259,218972.0,570383,Holloway,Dillan,11/27/1982,2019,15016299025059C,15016299025059C,S1,04151A000,U.S. Government-Comprehensive,01/08/2018,200.0,1.0,Options
260,267415.0,337636,Villarreal,Zaid,02/03/1967,2019,15016299025068C,15016299025068C,S1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,200.0,1.0,Options
261,638790.0,751564,Greene,Mike,04/05/1955,2019,15016299025068C,15016299025068C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Options
262,341962.0,349721,Tapia,Darien,04/06/1978,2019,15016299025065C,15016299025065C,S1,06133A000,AP French Literature,08/20/2018,200.0,1.0,Options
263,365523.0,361880,Mcpherson,Dominique,03/11/1983,2019,15016299025086C,15016299025086C,S1,20051A000,Truck and Bus Driving,08/20/2018,201.0,1.0,Charter
264,72944.0,179307,Fernandez,Aaden,03/05/1971,2019,15016299025268C,15016299025268C,S1,12051A000,Introductory Business,08/20/2018,200.0,1.0,Charter
265,995568.0,543057,Mcpherson,Bryce,04/20/1963,2019,15016299025071C,15016299025071C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Options
266,302458.0,161721,Michael,Cortez,12/19/1979,2019,15016299025068C,15016299025068C,S1,08001A000,Physical Education,08/20/2018,200.0,1.0,Options
267,391758.0,747773,Matthews,Emilio,08/05/1990,2019,15016299025284C,15016299025284C,Y1,22151A000,Career Exploration,08/05/2018,200.0,1.0,Charter
268,12306.0,167812,Alvarado,Darius,08/08/1990,2019,15016299025267C,15016299025267C,Y1,01101A000,English/Composition (freshmen and sophomores),08/11/2018,204.0,1.0,Charter
269,767936.0,624183,Wolfe,Kasey,08/10/1945,2019,15016299025068C,15016299025068C,S1,09001A000,Introduction to Jr. ROTC,08/20/2018,200.0,1.0,Options
270,272376.0,629830,Rice,Javion,02/14/1958,2019,15016299025061C,15016299025061C,S1,12151A000,Marketing Career Exploration,08/20/2018,200.0,1.0,Options
271,368353.0,332592,Bird,Orion,06/02/1965,2019,15016299025262C,15016299025262C,S1,01051A000,English/Literature (freshmen and sophomores),08/20/2018,200.0,1.0,Charter
272,475804.0,447033,Solis,Roger,09/04/1949,2019,15016299025061C,15016299025061C,S1,08001A000,Physical Education,08/20/2018,200.0,1.0,Options
273,272862.0,858173,Sheppard,Ronan,12/08/1988,2019,15016299025068C,15016299025068C,S1,04151A000,U.S. Government-Comprehensive,08/20/2018,200.0,1.0,Options
274,804207.0,565619,Jordan,Emanuel,04/15/1981,2019,15016299025064C,15016299025064C,S1,13101A000,Production Systems,01/02/2018,200.0,1.0,Options
275,510760.0,73543,Haas,Slade,05/13/1960,2019,15016299025063C,15016299025063C,S1,01101A000,English/Composition (freshmen and sophomores),09/01/2018,200.0,1.0,Options
276,578745.0,109783,Cohen,Marlon,05/03/1964,2019,15016299025068C,15016299025068C,S1,04051A000,World History-Overview,08/20/2018,200.0,1.0,Options
277,755951.0,151313,Mayo,Tony,01/24/1955,2019,15016299025274C,15016299025274C,S1,04101A000,U.S. History-Comprehensive,08/20/2018,204.0,1.0,Charter
278,351999.0,458585,Kaufman,Layne,04/12/1985,2019,15016299025070C,15016299025070C,S1,19001A000,Human Services Career Exploration,02/03/2018,200.0,1.0,Options
279,352334.0,572320,Cortez,Ronin,09/09/1973,2019,15016299025261C,15016299025261C,Q1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,200.0,1.0,Charter
280,611498.0,74476,Thomas,Aidyn,01/16/1959,2019,15016299025061C,15016299025061C,S1,15101A000,Public Safety,08/03/2018,200.0,1.0,Options
281,997902.0,462132,Villanueva,Derick,08/02/1968,2019,15016299025068C,15016299025068C,S1,02051A000,Pre-Algebra,01/08/2018,200.0,1.0,Options
282,721753.0,233684,Hood,Gilbert,08/09/1966,2019,15016299025263C,15016299025263C,S1,02151A000,General Applied Math,08/20/2018,200.0,1.0,Charter
283,48801.0,798569,Good,Finley,09/21/1957,2019,15016299025285C,15016299025285C,Q1,02101A000,Number Theory,08/20/2018,200.0,1.0,Charter
284,892996.0,787784,Garrison,Savion,08/07/1990,2019,15016299025061C,15016299025061C,S1,03051A000,Biology,01/23/2018,200.0,1.0,Options
285,467402.0,418819,Kim,Armani,12/25/1985,2019,15016299025068C,15016299025068C,S1,16051A000,"Exploration of Restaurant, Food and Beverage Services",08/20/2018,200.0,1.0,Options
286,489386.0,717122,Shepherd,Nathanial,05/24/1964,2019,15016299025068C,15016299025068C,Q1,01051A000,English/Literature (freshmen and sophomores),08/20/2018,200.0,1.0,Options
287,907548.0,360169,Lindsey,Rudy,04/04/1957,2019,15016299025068C,15016299025068C,S1,03001A000,Earth Science,08/15/2018,200.0,1.0,Options
288,228872.0,863976,Dickerson,Sean,11/05/1980,2019,15016299025068C,15016299025068C,Q1,03151A000,Physics,08/20/2018,200.0,1.0,Options
289,960030.0,625383,Joseph,Erick,04/18/1956,2019,15016299025073C,15016299025073C,S1,17101A000,Exploration of Electricity/Electronics,09/12/2018,202.0,1.0,Options
290,927342.0,784956,James,Brody,03/20/1958,2019,15016299025268C,15016299025268C,S1,01001A000,English/Language Arts I (9th grade),09/09/2018,201.0,1.0,Charter
291,587167.0,720320,Schneider,Barrett,10/24/1951,2019,15016299025069C,15016299025069C,Y1,01151A000,Public Speaking,08/20/2018,200.0,1.0,Options
292,786273.0,441918,Calderon,Kale,10/26/1990,2019,15016299025068C,15016299025068C,S1,14051A000,Nursing,08/18/2018,200.0,1.0,Options
293,468625.0,29971,Rhodes,Salvatore,03/12/1971,2019,15016299025068C,15016299025068C,S1,20151A000,Distribution-Comprehensive,08/20/2018,200.0,1.0,Options
294,154132.0,901950,Davidson,Jadiel,06/11/1990,2019,15016299025264C,15016299025264C,S1,02151A000,General Applied Math,08/20/2018,204.0,1.0,Charter
295,109193.0,756379,Flynn,Keshawn,11/01/1966,2019,15016299025284C,15016299025284C,S1,02001A000,Informal Mathematics,08/20/2018,200.0,1.0,Charter
296,819014.0,33148,Villarreal,Eduardo,03/12/1978,2019,15016299025068C,15016299025068C,S1,16001A000,Exploration of Hospitality Careers,08/13/2018,200.0,1.0,Options
297,674359.0,272352,Quinn,Madden,01/18/1965,2019,15016299025063C,15016299025063C,S1,10151A000,Business Programming,08/20/2018,200.0,1.0,Options
298,951250.0,519246,Webster,Reid,12/28/1971,2019,15016299025058C,15016299025058C,Q1,19151A000,Teaching Profession,08/20/2018,202.0,1.0,Options
299,839421.0,380491,Shannon,Sterling,05/17/1970,2019,15016299025068C,15016299025068C,Y1,09151A000,Air Force Junior ROTC I,08/20/2018,200.0,1.0,Options
300,762597.0,76970,Hancock,Zechariah,05/02/1955,2019,15016299025073C,15016299025073C,S1,03001A000,Earth Science,08/20/2018,200.0,1.0,Options
301,795844.0,247305,Schmitt,Jessie,05/23/1983,2019,15016299025068C,15016299025068C,S1,08051A000,Health Education,08/20/2018,202.0,1.0,Options
302,544759.0,788230,Shepard,Rocco,02/22/1963,2019,15016299025066C,15016299025066C,S1,02151A000,General Applied Math,08/20/2018,200.0,1.0,Options
303,836578.0,18009,Singh,Davin,09/14/1964,2019,15016299025068C,15016299025068C,S1,09101A000,Naval Junior ROTC I,08/20/2018,200.0,1.0,Options
304,539124.0,561484,Velasquez,Alvin,01/22/1965,2019,15016299025054C,15016299025054C,S1,16001A000,Exploration of Hospitality Careers,08/20/2018,200.0,1.0,Options
305,638314.0,207964,Kaufman,Reid,10/24/1964,2019,15016299025068C,15016299025068C,Y1,04001A000,World Geography,01/10/2018,200.0,1.0,Options
306,760665.0,850282,Miranda,Giovanny,12/25/1955,2019,15016299025068C,15016299025068C,S1,02101A000,Number Theory,09/13/2018,200.0,1.0,Options
307,872249.0,585308,Higgins,Alexzander,12/04/1957,2019,15016299025268C,15016299025268C,S1,04048A000,Geography-Workplace Experience,01/23/2018,200.0,1.0,Charter
308,1797.0,731037,Olsen,Cory,09/05/1963,2019,15016299025260C,15016299025260C,S1,04051A000,World History-Overview,08/20/2018,200.0,1.0,Charter
309,881982.0,585227,Osborne,Kasen,12/05/1990,2019,15016299025109C,15016299025109C,S1,01051A000,English/Literature (freshmen and sophomores),08/20/2018,200.0,1.0,Charter
310,701568.0,157313,Bates,Roger,01/28/1966,2019,15016299025062C,15016299025062C,S1,02151A000,General Applied Math,08/20/2018,200.0,1.0,Options
311,547813.0,764845,Hicks,Zachariah,02/02/1980,2019,15016299025068C,15016299025068C,S1,02151A000,General Applied Math,08/20/2018,200.0,1.0,Options
312,546914.0,69773,Whitehead,Trevon,09/25/1973,2019,15016299025070C,15016299025070C,S1,12151A000,Marketing Career Exploration,09/08/2018,200.0,1.0,Options
313,595358.0,408333,Montgomery,Tyrone,06/21/1958,2019,15016299025068C,15016299025068C,S1,03051A000,Biology,08/20/2018,200.0,1.0,Options
314,525441.0,653787,Rhodes,Brett,12/21/1985,2019,15016299025068C,15016299025068C,S1,03101A000,Chemistry,09/04/2018,200.0,1.0,Options
315,461996.0,643902,Key,Tomas,01/23/1965,2019,15016299025060C,15016299025060C,S1,09101A000,Naval Junior ROTC I,08/20/2018,200.0,1.0,Options
316,419628.0,488128,Booker,Yandel,02/05/1984,2019,15016299025073C,15016299025073C,S1,22101A000,Leadership,08/20/2018,200.0,1.0,Options
317,826228.0,418691,Paul,Roger,03/20/1975,2019,15016299025073C,15016299025073C,S1,03049A000,Earth Science-Other,08/20/2018,200.0,1.0,Options
318,656317.0,414123,Gutierrez,Ronnie,06/19/1965,2019,15016299025055C,15016299025055C,S1,02051A000,Pre-Algebra,08/13/2018,200.0,1.0,Options
319,792992.0,843867,Ruiz,Kolton,11/19/1942,2019,15016299025274C,15016299025274C,S1,09101A000,Naval Junior ROTC I,08/20/2018,200.0,1.0,Charter
320,172137.0,510898,Tucker,Harry,07/18/1971,2019,15016299025068C,15016299025068C,S1,09051A000,Army Junior ROTC I,08/05/2018,200.0,1.0,Options
321,76306.0,605037,Bates,Keshawn,01/27/1980,2019,15016299025063C,15016299025063C,S1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,200.0,1.0,Options
322,34407.0,896391,Flowers,Solomon,01/12/1947,2019,15016299025054C,15016299025054C,S1,04051A000,World History-Overview,08/20/2018,200.0,1.0,Options
323,13465.0,602616,Wilson,Leonidas,07/28/1949,2019,15016299025061C,15016299025061C,S1,03151A000,Physics,02/28/2018,200.0,1.0,Options
324,186819.0,613194,Lindsey,Cortez,10/24/1952,2019,15016299025062C,15016299025062C,S1,02051A000,Pre-Algebra,08/20/2018,200.0,1.0,Options
325,708748.0,39168,Mckinney,Cristofer,09/04/1979,2019,15016299025276C,15016299025276C,S1,14101A000,Dental Laboratory Technology,08/20/2018,200.0,1.0,Charter
326,972210.0,204809,Weaver,Eddie,07/10/1983,2019,15016299025268C,15016299025268C,S1,02051A000,Pre-Algebra,02/25/2018,200.0,1.0,Charter
327,262954.0,590100,Craig,Asa,02/08/1988,2019,15016299025068C,15016299025068C,S1,02101A000,Number Theory,08/24/2018,203.0,1.0,Options
328,866694.0,768691,Bell,Beau,07/25/1976,2019,15016299025068C,15016299025068C,Y1,03051A000,Biology,08/20/2018,200.0,1.0,Options
329,113940.0,704609,Herring,Brock,10/17/1979,2019,15016299025068C,15016299025068C,Q1,02101A000,Number Theory,01/28/2018,200.0,1.0,Options
330,543310.0,142035,Melendez,Joe,11/24/1978,2019,15016299025283C,15016299025283C,Q1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,200.0,1.0,Charter
331,765140.0,225600,Frazier,Lawson,08/27/1934,2019,15016299025070C,15016299025070C,S1,01101A000,English/Composition (freshmen and sophomores),08/20/2018,203.0,1.0,Options
332,719691.0,521989,Schneider,Rigoberto,03/01/1958,2019,15016299025061C,15016299025061C,S1,01051A000,English/Literature (freshmen and sophomores),08/20/2018,200.0,1.0,Options
333,393125.0,18388,Wolfe,Hezekiah,11/04/1977,2019,15016299025068C,15016299025068C,S1,02101A000,Number Theory,08/20/2018,200.0,1.0,Options
334,994965.0,226389,Odonnell,Mitchell,02/19/1962,2019,15016299025085C,15016299025085C,S1,02051A000,Pre-Algebra,08/20/2018,204.0,1.0,Charter
335,947585.0,60934,Bradley,Marvin,09/06/1983,2019,15016299025057C,15016299025057C,S1,03051A000,Biology,08/20/2018,201.0,1.0,Options
336,560355.0,175588,Vaughn,Isiah,05/27/1973,2019,15016299025109C,15016299025109C,S1,01101A000,English/Composition (freshmen and sophomores),08/07/2018,200.0,1.0,Charter
337,762245.0,476098,Stewart,Maxim,08/02/1990,2019,15016299025062C,15016299025062C,S1,15151A000,Fire Science,09/04/2018,200.0,1.0,Options
338,304565.0,533462,Hobbs,Bryce,06/23/1980,2019,15016299025068C,15016299025068C,S1,04151A000,U.S. Government-Comprehensive,08/17/2018,200.0,1.0,Options
339,879345.0,397470,Hanson,Yusuf,04/18/1966,2019,15016299025263C,15016299025263C,S1,18051A000,Plant Production/Science,08/20/2018,200.0,1.0,Charter
340,536027.0,494857,Dodson,Mauricio,05/13/1975,2019,15016299025264C,15016299025264C,S1,01101A000,English/Composition (freshmen and sophomores),01/15/2018,200.0,1.0,Charter
341,834990.0,82156,Robinson,Marvin,10/11/1976,2019,15016299025068C,15016299025068C,S1,04051A000,World History-Overview,08/20/2018,204.0,1.0,Options
342,420256.0,156389,Hicks,Cristofer,03/16/1990,2019,15016299025062C,15016299025062C,S1,08001A000,Physical Education,08/20/2018,200.0,1.0,Options
343,416693.0,374442,Garza,Gael,10/05/1966,2019,15016299025068C,15016299025068C,Y1,03001A000,Earth Science,08/20/2018,200.0,1.0,Options
344,299404.0,521363,Delgado,Maverick,10/28/1990,2019,15016299025068C,15016299025068C,S1,02051A000,Pre-Algebra,08/20/2018,203.0,1.0,Options
345,744555.0,128556,Crosby,Keshawn,09/12/1971,2019,15016299025068C,15016299025068C,S1,02051A000,Pre-Algebra,08/20/2018,203.0,1.0,Options
