IEIN,LocalTeacherID,LastName,FirstName,BirthDate,SchoolYear,ServingLocationRCDTS,EmployerRCDTS,Term,StateCourseCode,LocalCourseID,LocalCourseTitle,SectionNumber,TeacherCourseStartDate,EISPositionCode,TeacherCommitment
5534,206609,Hicks,Greyson,1/28/1989,2019,15016299025068C,15016299025068C,S1,04051A000,,,World History-Overview,01/20/2018,200,1.00
,390987,Marks,Jake,7/7/1989,2019,15016299025068C,15016299025068C,S1,04001A000,,,World Geography,09/19/2018,200,1.00
,590141,Mckenzie,Ronnie,7/10/1948,2019,15016299025260C,15016299025260C,S1,02001A000,,,Informal Mathematics,08/20/2018,201,1.00
968545,345167,Osborne,Ahmad,10/14/1961,2019,15016299025064C,15016299025064C,Y1,17048A000,,,General Construction-Workplace Experience,01/14/2018,200,1.00
,344214,Costa,Cameron,12/24/1990,2019,15016299025085C,15016299025085C,S1,02101A000,,,Number Theory,09/08/2018,200,1.00
629815,255234,Garrison,Malachi,2/23/1964,2019,15016299025063C,15016299025063C,S1,15151A000,,,Fire Science,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,01147A000,,,Composition-Independent Study,,,
,780453,Trevino,Davian,4/24/1971,2019,15016299025068C,15016299025068C,S1,04001A000,,,World Geography,08/20/2018,200,1.00
178511,254519,Mcfarland,Keon,9/27/1986,2019,15016299025086C,15016299025086C,S1,02101A000,,,Number Theory,08/20/2018,200,1.00
,155457,Crawford,Matthias,9/24/1942,2019,15016299025068C,15016299025068C,S1,03051A000,,,Biology,08/20/2018,200,1.00
227817,454333,Anthony,Cristofer,2/25/1988,2019,15016299025065C,15016299025065C,S1,22051A000,,,Office Aide,08/20/2018,200,1.00
,rhudson,Hudson,Reagan,11/17/1964,2019,15016299025264C,15016299025264C,S1,03151A000,,,Physics,08/20/2018,200,1.00
604744,rstark,Stark,Ryan,12/1/1942,2019,15016299025056C,15016299025056C,S1,04101A000,,,U.S. History-Comprehensive,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,06151A000,,,IB Language B-Italian,,,
594609,418259,Bradley,Jerimiah,4/2/1973,2019,15016299025064C,15016299025064C,S1,02151A000,,,General Applied Math,08/11/2018,203,1.00
874972,602451,Davis,Nolan,6/4/1986,2019,15016299025068C,15016299025068C,Y1,04051A000,,,World History-Overview,08/20/2018,200,1.00
440619,166104,Zuniga,Brennan,4/9/1966,2019,15016299025068C,15016299025068C,S1,04051A000,,,World History-Overview,08/20/2018,200,1.00
663360,499591,Hanson,Robert,10/25/1965,2019,15016299025283C,15016299025283C,S1,15001A000,,,Exploration of Public Service Careers,08/20/2018,200,1.00
,225016,Bautista,Ismael,4/14/1985,2019,15016299025266C,15016299025266C,S1,10051A000,,,Information Management,08/20/2018,200,1.00
208571,812218,Adkins,Hector,11/25/1954,2019,15016299025068C,15016299025068C,S1,02051A000,,,Pre-Algebra,08/20/2018,200,1
24456,390512,Hoover,Fletcher,8/25/1990,2019,15016299025055C,15016299025055C,Y1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
,100651,Luna,Ronin,12/10/1962,2019,15016299025059C,15016299025059C,S1,13101A000,,,Production Systems,08/20/2018,200,1.00
,715787,Pena,Alexzander,1/19/1990,2019,15016299025056C,15016299025056C,S1,09101A000,,,Naval Junior ROTC I,08/20/2018,205,1.00
57891,813507,Bowman,Myles,6/1/1974,2019,15016299025056C,15016299025056C,S1,19051A000,,,Child Care,08/20/2018,200,1.00
650729,706307,Weaver,Kane,5/28/1990,2019,15016299025063C,15016299025063C,S1,03101A000,,,Chemistry,08/20/2018,202,1.00
426029,328987,Barker,Gael,10/17/1959,2019,15016299025262C,15016299025262C,S1,18001A000,,,Introduction to Agriculture and Natural Resources,08/20/2018,200,1.00
250414,ahorne,Horne,Ayden,4/3/1962,2019,15016299025068C,15016299025068C,S1,17101A000,,,Exploration of Electricity/Electronics,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,19051A000,,,Child Care,,,
,949401,Shepherd,Trystan,3/13/1958,2019,15016299025262C,15016299025262C,Y1,03101A000,,,Chemistry,08/20/2018,200,1.00
,619414,Vincent,Ibrahim,1/26/1979,2019,15016299025068C,15016299025068C,S1,15148A000,,,Security and Protection-Workplace Experience,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,04151A000,,,U.S. Government-Comprehensive,,,
833627,93261,Carey,Tate,3/9/1956,2019,15016299025066C,15016299025066C,S1,03051A000,,,Biology,08/20/2018,200,1
,397825,Snyder,Randy,10/8/1988,2019,15016299025068C,15016299025068C,S1,03151A000,,,Physics,08/17/2018,200,1.00
,167287,Clarke,Gage,6/6/1942,2019,15016299025055C,15016299025055C,S1,03101A000,,,Chemistry,09/20/2018,200,1.00
,19822,Ferrell,Tristian,3/3/1972,2019,15016299025068C,15016299025068C,S1,08051A000,,,Health Education,09/18/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,11151A000,,,Digital Media Technology,,,
728774,35324,Montgomery,Felix,7/10/1990,2019,15016299025068C,15016299025068C,S1,18051A000,,,Plant Production/Science,08/20/2018,200,1.00
,194875,Meyer,Elliot,1/27/1956,2019,15016299025067C,15016299025067C,S1,15101A000,,,Public Safety,08/20/2018,200,1.00
,317839,Harvey,Ronald,5/25/1975,2019,15016299025055C,15016299025055C,Y1,11051A000,,,Audio/Visual Production,08/20/2018,200,1.00
17132,365772,Nelson,Brian,10/11/1985,2019,15016299025068C,15016299025068C,S1,05151A000,,,Art Appreciation,02/07/2018,200,1
994339,39263,Contreras,Braiden,12/28/1979,2019,15016299025261C,15016299025261C,S1,16051A000,,,"Exploration of Restaurant, Food and Beverage Services",08/20/2018,201,1.00
119866,ewilson,Wilson,Ezekiel,7/6/1966,2019,15016299025065C,15016299025065C,S1,13101A000,,,Production Systems,08/20/2018,200,1.00
,678537,Fernandez,Jerimiah,10/14/1976,2019,15016299025067C,15016299025067C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,21001A000,,,Pre-Engineering Technology,,,
,855424,Mooney,Braiden,3/13/1980,2019,15016299025070C,15016299025070C,Y1,22151A000,,,Career Exploration,08/20/2018,200,1.00
609909,903245,Alvarado,Dillan,5/1/1980,2019,15016299025059C,15016299025059C,S1,03101A000,,,Chemistry,8/20/2018,200,1
,488402,Osborne,Bryce,3/1/1948,2019,15016299025263C,15016299025263C,Q1,18001A000,,,Introduction to Agriculture and Natural Resources,08/20/2018,205,1.00
,859117,Saunders,Josh,12/6/1981,2019,15016299025066C,15016299025066C,S1,10001A000,,,Introduction to Computers,08/20/2018,202,1.00
,123967,Bell,Terrance,12/27/1974,2019,15016299025283C,15016299025283C,S1,18051A000,,,Plant Production/Science,01/14/2018,200,1.00
,544742,Peters,Kale,5/15/1984,2019,15016299025267C,15016299025267C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
655419,911019,Paul,Vance,6/20/1956,2019,15016299025068C,15016299025068C,S1,06101A000,,,Spanish I,09/24/2018,200,1.00
216178,388849,Flynn,Nathanial,5/20/1990,2019,15016299025068C,15016299025068C,S1,03001A000,,,Earth Science,08/20/2018,200,1.00
,729245,Burke,Joel,1/19/1971,2019,15016299025061C,15016299025061C,S1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
,585347,Brennan,Isaac,12/15/1961,2019,15016299025285C,15016299025285C,S1,18101A000,,,Animal Production/Science,01/03/2018,200,1.00
440496,106361,Graham,Nathen,10/15/1973,2019,15016299025068C,15016299025068C,S1,03001A000,,,Earth Science,08/20/2018,203,1.00
518765,416416,Monroe,Clay,3/27/1963,2019,15016299025270C,15016299025270C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
153135,575535,Anthony,Marvin,9/23/1957,2019,15016299025060C,15016299025060C,S1,15101A000,,,Public Safety,08/20/2018,200,1.00
799282,442083,Haynes,Jayvon,2/23/1959,2019,15016299025085C,15016299025085C,S1,04001A000,,,World Geography,09/24/2018,200,1
230254,jpeterson,Peterson,Joel,1/10/1983,2019,15016299025065C,15016299025065C,Q1,19051A000,,,Child Care,09/16/2018,200,1.00
24596,khancock,Hancock,Kadyn,4/8/1983,2019,15016299025068C,15016299025068C,S1,03151A000,,,Physics,08/20/2018,200,1.00
,kbecker,Becker,Kingston,7/22/1970,2019,15016299025068C,15016299025068C,S1,02001A000,,,Informal Mathematics,08/20/2018,200,1
,538623,Pitts,Aron,3/8/1981,2019,15016299025274C,15016299025274C,S1,01051A000,,,English/Literature (freshmen and sophomores),09/05/2018,200,1.00
,909168,Barron,Trevon,12/9/1949,2019,15016299025060C,15016299025060C,Q1,22051A000,,,Office Aide,08/20/2018,204,1.00
,884347,Cochran,Luke,6/28/1984,2019,15016299025068C,15016299025068C,S1,04051A000,,,World History-Overview,08/20/2018,200,1
,271684,Shea,Salvatore,10/10/1970,2019,15016299025068C,15016299025068C,S1,02151A000,,,General Applied Math,01/01/2018,200,1
465923,947836,Calderon,Tristian,1/1/1972,2019,15016299025109C,15016299025109C,S1,03151A000,,,Physics,08/20/2018,200,1.00
740142,163707,Peterson,Jaron,1/14/1969,2019,15016299025086C,15016299025086C,S1,12001A000,,,Business/Office Career Exploration,09/02/2018,200,1.00
,677892,Lynch,Mitchell,7/16/1981,2019,15016299025061C,15016299025061C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
709873,cholloway,Holloway,Corbin,8/12/1973,2019,15016299025261C,15016299025261C,Y1,08051A000,,,Health Education,09/17/2018,200,1.00
346230,362192,Caldwell,Enrique,6/21/1977,2019,15016299025266C,15016299025266C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
,228293,House,Myles,10/26/1990,2019,15016299025068C,15016299025068C,S1,03151A000,,,Physics,08/20/19,200,1.00
515944,301761,Leach,Sean,5/23/1958,2019,15016299025068C,15016299025068C,S1,17001A000,,,Construction Careers Exploration,08/20/2018,200,1.00
,260601,Stevens,Jadiel,4/3/1979,2019,15016299025070C,15016299025070C,S1,15151A000,,,Fire Science,02/17/2018,200,1.00
391915,951387,Huerta,Jack,2/21/1984,2019,15016299025064C,15016299025064C,S1,10001A000,,,Introduction to Computers,08/20/2018,200,1.00
736471,230609,Ruiz,Wayne,8/22/1946,2019,15016299025069C,15016299025069C,S1,22151A000,,,Career Exploration,08/20/2018,203,1.00
144677,176633,Hanson,Jacob,8/24/1955,2019,15016299025068C,15016299025068C,S1,01001A000,,,English/Language Arts I (9th grade),08/09/2018,205,1.00
,924592,Little,Bryce,3/6/1955,2019,15016299025067C,15016299025067C,S1,03051A000,,,Biology,02/01/2018,200,1.00
,rmarquez,Marquez,Rafael,8/13/1980,2019,15016299025068C,15016299025068C,S1,07001A000,,,Religious Foundations,08/20/2018,200,1.00
265291,152003,Montoya,Lucas,8/4/1972,2019,15016299025068C,15016299025068C,Q1,19151A000,,,Teaching Profession,08/20/2018,200,1.00
,877847,Gilbert,Aidyn,12/25/1981,2019,15016299025276C,15016299025276C,S1,01051A000,,,English/Literature (freshmen and sophomores),02/28/2018,200,1.00
553909,297694,Francis,Zachariah,8/15/1985,2019,15016299025068C,15016299025068C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/10/2018,200,1.00
110997,wwright,Wright,William,7/3/1969,2019,15016299025066C,15016299025066C,S1,04151A000,,,U.S. Government-Comprehensive,02/03/2018,200,1.00
,930002,Bishop,Hector,2/1/1990,2019,15016299025068C,15016299025068C,Q1,22101A000,,,Leadership,08/20/2018,200,1.00
314525,352895,Leach,Jovanni,9/11/1968,2019,15016299025068C,15016299025068C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
,328772,Watson,Carson,9/28/1972,2019,15016299025049C,15016299025049C,S1,08001A000,,,Physical Education,08/17/2018,200,1.00
844752,959094,Hanson,Kasen,11/13/1985,2019,15016299025065C,15016299025065C,S1,01151A000,,,Public Speaking,08/20/2018,201,1.00
746839,131412,Williamson,Jovani,4/20/1990,2019,15016299025063C,15016299025063C,S1,03051A000,,,Biology,08/20/2018,200,1.00
50854,zmayer,Mayer,Zander,8/22/1989,2019,15016299025264C,15016299025264C,S1,18051A000,,,Plant Production/Science,08/20/2018,200,1
,871632,Brady,Adonis,2/4/1981,2019,15016299025068C,15016299025068C,Y1,01001A000,,,English/Language Arts I (9th grade),08/20/2018,200,1.00
602131,982290,Cortez,Dawson,2/20/1990,2019,15016299025285C,15016299025285C,S1,04101A000,,,U.S. History-Comprehensive,08/23/2018,203,1.00
495031,702241,Haynes,Nathanial,5/10/1979,2019,15016299025068C,15016299025068C,S1,01051A000,,,English/Literature (freshmen and sophomores),09/04/2018,200,1.00
159287,893180,Wolfe,Cornelius,6/21/1960,2019,15016299025068C,15016299025068C,Y1,20001A000,,,"Exploration of Transportation, Distribution and Logistics",08/20/2018,200,1.00
377677,873875,Nelson,Ayden,10/28/1989,2019,15016299025085C,15016299025085C,S1,04151A000,,,U.S. Government-Comprehensive,08/20/2018,200,1
178750,127736,Melendez,Kameron,7/12/1990,2019,15016299025055C,15016299025055C,S1,22051A000,,,Office Aide,08/20/2018,200,1.00
648700,1725,Wang,Charlie,11/1/1990,2019,15016299025062C,15016299025062C,Y1,03001A000,,,Earth Science,08/07/2018,200,1.00
259446,jsheppard,Sheppard,Jackson,9/2/1964,2019,15016299025065C,15016299025065C,S1,02047A000,,,Foundation Math-Independent Study,08/20/2018,202,1.00
,397556,Mcmillan,Gavyn,5/5/1962,2019,15016299025109C,15016299025109C,S1,03051A000,,,Biology,09/09/2018,200,1.00
,609117,Rhodes,Ari,7/3/1964,2019,15016299025274C,15016299025274C,S1,19101A000,,,Cosmetology-Licensing,09/22/2018,200,1.00
655684,540383,Costa,Skyler,6/2/1959,2019,15016299025068C,15016299025068C,S1,15151A000,,,Fire Science,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,22101A000,,,Leadership,,,
766215,732274,Jordan,Phoenix,10/22/1951,2019,15016299025072C,15016299025072C,Y1,14101A000,,,Dental Laboratory Technology,08/20/2018,200,1.00
5487,265996,Whitehead,Alfred,12/20/1980,2019,15016299025284C,15016299025284C,S1,16151A000,,,Introduction to Travel and Tourism,08/20/2018,200,1
,alarsen,Larsen,Adriel,3/20/1963,2019,15016299025262C,15016299025262C,S1,03101A000,,,Chemistry,08/20/2018,204,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,20101A000,,,Energy/Power,,,
476821,808517,Elliott,Steve,3/27/1973,2019,15016299025068C,15016299025068C,S1,03051A000,,,Biology,02/10/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,04051A000,,,World History-Overview,,,
628928,655953,Goodwin,Zachariah,12/20/1965,2019,15016299025068C,15016299025068C,S1,01101A000,,,English/Composition (freshmen and sophomores),09/12/2018,201,1.00
,awilcox,Wilcox,Allan,1/27/1958,2019,15016299025273C,15016299025273C,3,08001A000,,,Physical Education,08/20/2018,200,1.00
,841727,Mckinney,Khalil,3/16/1979,2019,15016299025274C,15016299025274C,S1,01101A000,,,English/Composition (freshmen and sophomores),01/14/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,09101A000,,,Naval Junior ROTC I,,,
202727,238321,Hogan,Giovanny,12/14/1980,2019,15016299025068C,15016299025068C,S1,02001A000,,,Informal Mathematics,08/20/2018,200,1.00
80826,545488,Manning,Joe,8/25/1972,2019,15016299025266C,15016299025266C,S1,14051A000,,,Nursing,08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,11051A000,,,Audio/Visual Production,,,
,,,,,2019,15016299025273C,15016299025273C,3,05001A000,,,Dance Technique,,,
,,,,,2019,15016299025273C,15016299025273C,Y1,10001A000,,,Introduction to Computers,,,
580623,673307,Ferrell,Kevin,11/6/1963,2019,15016299025085C,15016299025085C,S1,02001A000,,,Informal Mathematics,02/23/2018,200,1.00
260981,811644,Benitez,Kymani,8/23/1980,2019,15016299025068C,15016299025068C,S1,14051A000,,,Nursing,08/20/2018,200,1.00
,871058,Clarke,Dillan,9/17/1984,2019,15016299025276C,15016299025276C,S1,03051A000,,,Biology,08/20/2018,200,1.00
,718162,Garza,Humberto,11/23/1972,2019,15016299025260C,15016299025260C,Y1,03151A000,,,Physics,08/20/2018,200,1.00
,220765,Flores,Wyatt,12/23/1973,2019,15016299025109C,15016299025109C,S1,14101A000,,,Dental Laboratory Technology,09/02/2018,200,1.00
,kmeyers,Meyers,Kolton,7/23/1956,2019,15016299025068C,15016299025068C,S1,04051A000,,,World History-Overview,08/20/2018,200,1.00
523509,690398,Salas,Jairo,6/19/1947,2019,15016299025072C,15016299025072C,S1,02051A000,,,Pre-Algebra,08/20/2018,200,1.00
194138,bfarley,Farley,Billy,1/1/1966,2019,15016299025060C,15016299025060C,S1,05151A000,,,Art Appreciation,08/20/2018,200,1.00
185908,140577,Kane,Liam,8/3/1990,2019,15016299025068C,15016299025068C,S1,02141A000,,,Particular Topics in Analytic Mathematics,08/20/2018,200,1.00
828537,418707,Marquez,Dangelo,2/8/1941,2019,15016299025060C,15016299025060C,S1,03101A000,,,Chemistry,08/20/2018,201,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,02131A000,,,IB Mathematical Studies,,,
,230757,Harris,Marvin,9/19/1989,2019,15016299025066C,15016299025066C,S1,17051A000,,,Air Conditioning,08/20/2018,204,1.00
941069,709359,Manning,Coby,10/1/1986,2019,15016299025068C,15016299025068C,S1,02051A000,,,Pre-Algebra,08/20/2018,200,1.00
751332,770456,Rice,Dustin,10/22/1988,2019,15016299025056C,15016299025056C,Y1,02151A000,,,General Applied Math,08/04/2018,200,1.00
957603,arangel,Rangel,Ariel,11/6/1984,2019,15016299025086C,15016299025086C,S1,17001A000,,,Construction Careers Exploration,08/20/2018,200,1.00
,580325,Hansen,Justice,6/1/1970,2019,15016299025068C,15016299025068C,S1,03101A000,,,Chemistry,01/20/2018,205,1.00
600010,kkey,Key,Konner,6/14/1960,2019,15016299025055C,15016299025055C,Y1,16051A000,,,"Exploration of Restaurant, Food and Beverage Services",09/05/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,09001A000,,,Introduction to Jr. ROTC,,,
743666,689568,Guerra,Allan,2/17/1990,2019,15016299025086C,15016299025086C,S1,21101A000,,,Drafting Careers Exploration,08/20/2018,200,1.00
674371,140647,Villanueva,Lawson,12/19/1972,2019,15016299025068C,15016299025068C,S1,03001A000,,,Earth Science,01/27/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,Y1,08051A000,,,Health Education,,,
191620,8738,Osborne,Jovanni,7/18/1985,2019,15016299025060C,15016299025060C,Y1,03151A000,,,Physics,02/15/2018,200,1.00
305720,70961,Cruz,Jayvon,7/21/1973,2019,15016299025068C,15016299025068C,S1,19101A001,,,Cosmetology I,01/20/2018,200,1.00
744615,302114,Murray,Giovanny,5/16/1980,2019,15016299025284C,15016299025284C,S1,16101A000,,,Exploration of Lodging Careers,08/20/2018,200,1.00
,327151,Hanson,Dereon,7/16/1957,2019,15016299025262C,15016299025262C,S1,03101A000,,,Chemistry,08/20/2018,200,1.00
138167,157075,Aguirre,Diego,11/17/1959,2019,15016299025068C,15016299025068C,Q1,15101A000,,,Public Safety,08/20/2018,200,1.00
98302,281511,Reid,Milo,3/18/1982,2019,15016299025057C,15016299025057C,S1,03101A000,,,Chemistry,01/08/2018,200,1.00
,998674,Stewart,Ismael,3/27/1971,2019,15016299025060C,15016299025060C,S1,04051A000,,,World History-Overview,08/20/2018,204,1.00
,abruce,Bruce,Asher,7/25/1974,2019,15016299025284C,15016299025284C,S1,05151A000,,,Art Appreciation,09/23/2018,200,1
922670,580037,Rosales,Jovany,12/15/1986,2019,15016299025068C,15016299025068C,Q1,02101A000,,,Number Theory,02/05/2018,200,1.00
637193,456078,Rubio,Marquis,7/22/1968,2019,15016299025267C,15016299025267C,S1,16101A000,,,Exploration of Lodging Careers,02/11/2018,201,1.00
393118,662685,Knapp,Darwin,1/17/1972,2019,15016299025068C,15016299025068C,S1,02151A000,,,General Applied Math,01/26/2018,200,1.00
662729,115724,Branch,Ryan,10/27/1975,2019,15016299025061C,15016299025061C,S1,01051A000,,,English/Literature (freshmen and sophomores),02/17/2018,200,1.00
7221,106789,Hicks,Kadin,8/13/1972,2019,15016299025266C,15016299025266C,S1,03001A000,,,Earth Science,08/20/2018,200,1.00
783107,500659,Lopez,Fisher,9/11/1990,2019,15016299025068C,15016299025068C,S1,14101A000,,,Dental Laboratory Technology,08/20/2018,200,1.00
731734,728781,Short,Chandler,4/10/1969,2019,15016299025070C,15016299025070C,S1,16001A000,,,Exploration of Hospitality Careers,08/20/2018,200,1.00
,814759,Clarke,Moses,8/21/1973,2019,15016299025262C,15016299025262C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
401952,379266,Alvarado,Trey,2/23/1967,2019,15016299025057C,15016299025057C,S1,04001A000,,,World Geography,08/20/2018,200,1.00
781978,173389,Hoffman,Ismael,4/22/1986,2019,15016299025068C,15016299025068C,S1,03001A000,,,Earth Science,08/20/2018,200,1.00
333339,awarren,Warren,Adonis,2/16/1990,2019,15016299025068C,15016299025068C,Q1,02001A000,,,Informal Mathematics,08/20/2018,200,1.00
,214193,Collins,Jairo,8/26/1990,2019,15016299025071C,15016299025071C,Q1,11101A000,,,Journalism,08/20/2018,200,1.00
282805,546128,Davis,Mateo,3/12/1969,2019,15016299025065C,15016299025065C,S1,15151A000,,,Fire Science,08/20/2018,203,1.00
,tlloyd,Lloyd,Tate,6/11/1989,2019,15016299025261C,15016299025261C,Q1,01051A000,,,English/Literature (freshmen and sophomores),01/28/2018,200,1.00
,471763,Poole,Blaine,4/23/1961,2019,15016299025274C,15016299025274C,S1,01151A000,,,Public Speaking,08/20/2018,200,1.00
345455,299380,Barker,Zachary,7/3/1977,2019,15016299025068C,15016299025068C,S1,02051A000,,,Pre-Algebra,08/20/2018,200,1.00
,741845,Hansen,Devan,10/15/1954,2019,15016299025266C,15016299025266C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
,dwilliams,Williams,Douglas,8/25/1990,2019,15016299025065C,15016299025065C,S1,16101A000,,,Exploration of Lodging Careers,08/20/2018,200,1.00
787240,23685,Marsh,Clay,5/2/1967,2019,15016299025066C,15016299025066C,S1,02001A000,,,Informal Mathematics,08/20/2018,202,1.00
214140,331262,Espinoza,Salvador,4/27/1978,2019,15016299025068C,15016299025068C,S1,01051A000,,,English/Literature (freshmen and sophomores),08/20/2018,200,1.00
,216000,Little,Uriel,8/13/1960,2019,15016299025058C,15016299025058C,S1,20151A000,,,Distribution-Comprehensive,08/20/2018,203,1.00
,848225,Knapp,Charlie,12/11/1981,2019,15016299025057C,15016299025057C,Y1,03101A000,,,Chemistry,08/20/2018,200,1.00
,804254,Spears,Kylan,7/12/1970,2019,15016299025285C,15016299025285C,Y1,02051A000,,,Pre-Algebra,08/20/2018,200,1.00
1535,ctrevino,Trevino,Corey,3/13/1968,2019,15016299025054C,15016299025054C,S1,04149A000,,,U.S. History-Other,08/20/2018,200,1.00
,33772,Bradley,Braydon,11/4/1990,2019,15016299025267C,15016299025267C,S1,03001A000,,,Earth Science,08/20/2018,200,1.00
413364,368807,Becker,Caden,2/21/1990,2019,15016299025068C,15016299025068C,S1,15151A000,,,Fire Science,08/20/2018,200,1.00
,78422,Marks,Maxim,5/5/1989,2019,15016299025056C,15016299025056C,S1,09101A000,,,Naval Junior ROTC I,08/20/2018,201,1.00
,177987,Stevens,Jacob,12/24/1974,2019,15016299025270C,15016299025270C,S1,04151A000,,,U.S. Government-Comprehensive,02/12/2018,200,1
,396732,Boyer,Drew,2/9/1985,2019,15016299025266C,15016299025266C,S1,16101A000,,,Exploration of Lodging Careers,08/20/2018,203,1
,,,,,2019,15016299025273C,15016299025273C,Q1,10151A000,,,Business Programming,,,
695244,265493,Stone,Marquis,10/14/1990,2019,15016299025068C,15016299025068C,Y1,12051A000,,,Introductory Business,08/20/2018,200,1.00
498943,749627,Roberts,Josiah,7/20/1978,2019,15016299025070C,15016299025070C,S1,18101A000,,,Animal Production/Science,08/19/2018,200,1.00
,343329,Bowen,Gage,4/6/1966,2019,15016299025057C,15016299025057C,S1,02001A000,,,Informal Mathematics,08/20/2018,203,1.00
,235476,Powell,Aaden,4/13/1963,2019,15016299025085C,15016299025085C,Y1,03001A000,,,Earth Science,08/20/2018,200,1.00
665261,kwebster,Webster,Kendrick,6/16/1959,2019,15016299025068C,15016299025068C,Q1,18051A000,,,Plant Production/Science,08/20/2018,200,1.00
,536734,Callahan,Ezra,12/11/1990,2019,15016299025070C,15016299025070C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
436404,222467,Collins,Daniel,11/1/1974,2019,15016299025058C,15016299025058C,S1,03001A000,,,Earth Science,08/20/2018,200,1.00
,152560,Parsons,Yandel,6/9/1960,2019,15016299025268C,15016299025268C,Q1,17051A000,,,Air Conditioning,08/01/2018,200,1.00
,acarey,Carey,Armando,8/17/1990,2019,15016299025070C,15016299025070C,S1,11101A000,,,Journalism,08/20/2018,200,1.00
44715,291710,Whitney,Zechariah,11/20/1984,2019,15016299025264C,15016299025264C,S1,09151A000,,,Air Force Junior ROTC I,08/20/2018,200,1.00
,840814,Freeman,Arthur,8/19/1970,2019,15016299025068C,15016299025068C,Y1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
,,,,,2019,15016299025273C,15016299025273C,S1,14051A000,,,Nursing,,,
,kshannon,Shannon,Kane,7/11/1990,2019,15016299025085C,15016299025085C,S1,01101A000,,,English/Composition (freshmen and sophomores),09/24/2018,200,1.00
573204,393660,Fuller,Jorge,1/5/1966,2019,15016299025085C,15016299025085C,S1,09001A000,,,Introduction to Jr. ROTC,08/20/2018,200,1.00
,331521,Lester,Ayden,12/3/1970,2019,15016299025071C,15016299025071C,S1,03001A000,,,Earth Science,08/20/2018,203,1.00
573382,33640,Russell,Antwan,7/7/1970,2019,15016299025068C,15016299025068C,S1,03051A000,,,Biology,08/20/2018,200,1.00
40062,887590,Roach,Skyler,4/5/1977,2019,15016299025068C,15016299025068C,Q1,03101A000,,,Chemistry,09/23/2018,200,1
113638,rblair,Blair,Ryker,1/20/1981,2019,15016299025062C,15016299025062C,S1,22101A000,,,Leadership,08/20/2018,200,1.00
,76447,Newton,Jaiden,5/26/1984,2019,15016299025062C,15016299025062C,S1,01051A000,,,English/Literature (freshmen and sophomores),01/26/2018,200,1.00
262417,858896,Newton,Zackary,9/6/1969,2019,15016299025063C,15016299025063C,S1,04001A000,,,World Geography,08/20/2018,203,1.00
,494385,Alvarado,Jonathon,9/3/1974,2019,15016299025056C,15016299025056C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,201,1.00
,308395,Hayden,Zachariah,10/22/1945,2019,15016299025067C,15016299025067C,S1,01101A000,,,English/Composition (freshmen and sophomores),08/20/2018,200,1.00
,77574,Benton,Carl,2/26/1986,2019,15016299025068C,15016299025068C,S1,05101A000,,,General Band,08/20/2018,200,1.00
482917,bhaynes,Haynes,Bradley,7/24/1948,2019,15016299025058C,15016299025058C,S1,15101A000,,,Public Safety,08/20/2018,200,1
,283526,Wolfe,Gilbert,6/9/1955,2019,15016299025058C,15016299025058C,S1,03151A000,,,Physics,09/13/2018,201,1.00
470757,971861,Austin,Sheldon,6/9/1953,2019,15016299025263C,15016299025263C,S1,05151A000,,,Art Appreciation,08/20/2018,200,1.00
,94261,Baxter,Harry,4/10/1982,2019,15016299025054C,15016299025054C,S1,06151A000,,,IB Language B-Italian,08/20/2018,205,1.00
